"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0세"
"경상남도 창원시 진해구 병암동(4812957000)","6,983","22","22"
"경상남도 창원시 진해구 석동(4812958000)","17,135","45","45"
"경상남도 창원시 진해구 이동(4812959000)","8,354","6","6"
"경상남도 창원시 진해구 자은동(4812960000)","20,273","76","76"
"경상남도 창원시 진해구 덕산동(4812961000)","9,366","55","55"
"경상남도 창원시 진해구 풍호동(4812962000)","24,908","121","121"
"경상남도 창원시 진해구 웅천동(4812963000)","13,558","117","117"
"경상남도 창원시 진해구 웅동1동(4812964000)","7,680","43","43"
"경상남도 창원시 진해구 웅동2동(4812965000)","43,628","234","234"
"경상남도 진주시 (4817000000)","339,744","1,596","1,596"
"경상남도 진주시 문산읍(4817025000)","7,773","24","24"
"경상남도 진주시 내동면(4817031000)","3,947","20","20"
"경상남도 진주시 정촌면(4817032000)","8,791","125","125"
"경상남도 진주시 금곡면(4817033000)","2,062","4","4"
"경상남도 진주시 진성면(4817035000)","1,783","2","2"
"경상남도 진주시 일반성면(4817036000)","2,421","5","5"
"경상남도 진주시 이반성면(4817037000)","1,504","0","0"
"경상남도 진주시 사봉면(4817038000)","1,412","1","1"
"경상남도 진주시 지수면(4817039000)","1,346","2","2"
"경상남도 진주시 대곡면(4817040000)","2,944","1","1"
"경상남도 진주시 금산면(4817041000)","20,217","78","78"
"경상남도 진주시 집현면(4817042000)","4,399","6","6"
"경상남도 진주시 미천면(4817043000)","1,510","3","3"
"경상남도 진주시 명석면(4817044000)","3,775","8","8"
"경상남도 진주시 대평면(4817045000)","975","1","1"
"경상남도 진주시 수곡면(4817046000)","2,121","3","3"
"경상남도 진주시 천전동(4817051500)","27,310","101","101"
"경상남도 진주시 성북동(4817055500)","9,704","20","20"
"경상남도 진주시 중앙동(4817056500)","10,401","16","16"
"경상남도 진주시 상봉동(4817059500)","13,050","27","27"
"경상남도 진주시 상대동(4817067300)","18,542","38","38"
"경상남도 진주시 하대동(4817067800)","23,152","63","63"
"경상남도 진주시 상평동(4817068000)","10,873","45","45"
"경상남도 진주시 초장동(4817069500)","25,870","140","140"
"경상남도 진주시 평거동(4817071000)","25,983","91","91"
"경상남도 진주시 신안동(4817071500)","11,148","35","35"
"경상남도 진주시 이현동(4817072000)","10,468","26","26"
"경상남도 진주시 판문동(4817073000)","20,371","84","84"
"경상남도 진주시 가호동(4817074000)","31,981","263","263"
"경상남도 진주시 충무공동(4817075000)","33,911","364","364"
"경상남도 통영시 (4822000000)","119,349","308","308"
"경상남도 통영시 산양읍(4822025000)","4,302","4","4"
"경상남도 통영시 용남면(4822031000)","11,776","34","34"
"경상남도 통영시 도산면(4822033000)","2,686","0","0"
"경상남도 통영시 광도면(4822034000)","30,593","161","161"
"경상남도 통영시 욕지면(4822035000)","1,911","2","2"
"경상남도 통영시 한산면(4822036000)","1,880","0","0"
"경상남도 통영시 사량면(4822037000)","1,359","0","0"
"경상남도 통영시 도천동(4822051000)","8,239","8","8"
"경상남도 통영시 명정동(4822053000)","2,572","3","3"
"경상남도 통영시 중앙동(4822055000)","3,463","7","7"
"경상남도 통영시 정량동(4822059000)","8,052","9","9"
"경상남도 통영시 북신동(4822060000)","9,896","31","31"
"경상남도 통영시 미수동(4822066500)","10,267","15","15"
"경상남도 통영시 봉평동(4822067000)","9,262","9","9"
"경상남도 통영시 무전동(4822070000)","13,091","25","25"
"경상남도 사천시 (4824000000)","108,865","415","415"
"경상남도 사천시 사천읍(4824025000)","17,289","65","65"
"경상남도 사천시 정동면(4824031000)","13,660","109","109"
"경상남도 사천시 사남면(4824032000)","17,382","102","102"
"경상남도 사천시 용현면(4824033000)","7,076","18","18"
"경상남도 사천시 축동면(4824034000)","1,476","3","3"
"경상남도 사천시 곤양면(4824035000)","3,141","2","2"
"경상남도 사천시 곤명면(4824036000)","2,647","4","4"
"경상남도 사천시 서포면(4824037000)","3,346","0","0"
"경상남도 사천시 동서동(4824051000)","5,358","8","8"
"경상남도 사천시 선구동(4824052000)","4,732","8","8"
"경상남도 사천시 동서금동(4824053000)","6,079","27","27"
"경상남도 사천시 벌용동(4824055000)","14,829","47","47"
"경상남도 사천시 향촌동(4824057000)","6,724","14","14"
"경상남도 사천시 남양동(4824059500)","4,892","8","8"
"경상남도 사천시 신수출장소(4824089000)","234","0","0"
"경상남도 사천남양출장소 (4824500000)","0","0","0"
"경상남도 김해시 (4825000000)","532,132","2,361","2,361"
"경상남도 김해시 진영읍(4825025000)","54,140","227","227"
"경상남도 김해시 주촌면(4825032000)","19,792","221","221"
"경상남도 김해시 진례면(4825033000)","5,866","3","3"
"경상남도 김해시 한림면(4825034000)","6,654","8","8"
"경상남도 김해시 생림면(4825035000)","3,511","6","6"
"경상남도 김해시 상동면(4825036000)","2,974","2","2"
"경상남도 김해시 대동면(4825037000)","5,190","4","4"
"경상남도 김해시 동상동(4825051000)","8,870","25","25"
"경상남도 김해시 회현동(4825052000)","8,332","35","35"
"경상남도 김해시 부원동(4825053000)","9,095","41","41"
"경상남도 김해시 내외동(4825054000)","70,388","259","259"
"경상남도 김해시 북부동(4825055000)","81,789","364","364"
"경상남도 김해시 칠산서부동(4825056500)","9,006","13","13"
"경상남도 김해시 활천동(4825058000)","37,277","80","80"
"경상남도 김해시 삼안동(4825059000)","33,390","116","116"
"경상남도 김해시 불암동(4825060000)","6,787","18","18"
"경상남도 김해시 장유1동(4825061000)","57,656","328","328"
"경상남도 김해시 장유2동(4825062000)","37,752","190","190"
"경상남도 김해시 장유3동(4825063000)","73,663","421","421"
"경상남도 장유출장소 (4825200000)","0","0","0"
"경상남도 밀양시 (4827000000)","101,253","274","274"
"경상남도 밀양시 삼랑진읍(4827025000)","4,969","0","0"
"경상남도 밀양시 삼랑진임천출장소(4827025100)","1,260","1","1"
"경상남도 밀양시 하남읍(4827025300)","6,679","5","5"
"경상남도 밀양시 부북면(4827031000)","5,181","7","7"
"경상남도 밀양시 상동면(4827032000)","3,077","2","2"
"경상남도 밀양시 산외면(4827033000)","2,773","3","3"
"경상남도 밀양시 산내면(4827034000)","3,709","2","2"
"경상남도 밀양시 단장면(4827035000)","4,265","2","2"
"경상남도 밀양시 상남면(4827036000)","7,728","19","19"
"경상남도 밀양시 초동면(4827037000)","3,285","1","1"
"경상남도 밀양시 무안면(4827038000)","4,720","4","4"
"경상남도 밀양시 청도면(4827039000)","1,709","3","3"
"경상남도 밀양시 내일동(4827051000)","2,539","3","3"
"경상남도 밀양시 내이동(4827052000)","17,289","125","125"
"경상남도 밀양시 삼문동(4827053000)","19,250","50","50"
"경상남도 밀양시 가곡동(4827054000)","7,480","28","28"
"경상남도 밀양시 교동(4827055000)","5,340","19","19"
"경상남도 거제시 (4831000000)","232,973","815","815"
"경상남도 거제시 일운면(4831031000)","7,875","17","17"
"경상남도 거제시 동부면(4831032000)","2,883","0","0"
"경상남도 거제시 남부면(4831033000)","1,474","1","1"
"경상남도 거제시 거제면(4831034000)","6,967","18","18"
"경상남도 거제시 둔덕면(4831035000)","2,663","4","4"
"경상남도 거제시 사등면(4831036000)","10,998","35","35"
"경상남도 거제시 사등면가조출장소(4831036600)","1,047","0","0"
"경상남도 거제시 연초면(4831037000)","7,638","12","12"
"경상남도 거제시 하청면(4831038000)","3,202","4","4"
"경상남도 거제시 하청면칠천출장소(4831038500)","1,023","0","0"
"경상남도 거제시 장목면(4831039000)","2,835","5","5"
"경상남도 거제시 장목면외포출장소(4831039500)","1,304","0","0"
"경상남도 거제시 장승포동(4831051000)","5,328","3","3"
"경상남도 거제시 능포동(4831053000)","8,599","10","10"
"경상남도 거제시 아주동(4831054000)","25,317","133","133"
"경상남도 거제시 옥포1동(4831055000)","6,958","31","31"
"경상남도 거제시 옥포2동(4831056000)","24,307","65","65"
"경상남도 거제시 장평동(4831057000)","20,113","83","83"
"경상남도 거제시 고현동(4831058000)","36,375","140","140"
"경상남도 거제시 상문동(4831059000)","33,694","181","181"
"경상남도 거제시 수양동(4831060000)","22,373","73","73"
"경상남도 양산시 (4833000000)","356,268","1,626","1,626"
"경상남도 양산시 물금읍(4833025300)","118,503","662","662"
"경상남도 양산시 동면(4833031000)","50,036","455","455"
"경상남도 양산시 원동면(4833032000)","3,204","0","0"
"경상남도 양산시 상북면(4833033000)","12,415","28","28"
"경상남도 양산시 하북면(4833034000)","7,716","4","4"
"경상남도 양산시 중앙동(4833051000)","10,670","22","22"
"경상남도 양산시 양주동(4833051500)","30,600","70","70"
"경상남도 양산시 삼성동(4833052000)","20,296","55","55"
"경상남도 양산시 강서동(4833053000)","8,417","29","29"
"경상남도 양산시 서창동(4833054000)","27,080","80","80"
"경상남도 양산시 소주동(4833055000)","20,187","62","62"
"경상남도 양산시 평산동(4833056000)","29,099","70","70"
"경상남도 양산시 덕계동(4833057000)","18,045","89","89"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0"
"경상남도 의령군 (4872000000)","25,257","60","60"
"경상남도 의령군 의령읍(4872025000)","8,992","41","41"
"경상남도 의령군 가례면(4872031000)","1,610","0","0"
"경상남도 의령군 칠곡면(4872032000)","1,132","4","4"
"경상남도 의령군 대의면(4872033000)","1,023","2","2"
"경상남도 의령군 화정면(4872034000)","1,489","2","2"
"경상남도 의령군 용덕면(4872035000)","1,452","0","0"
"경상남도 의령군 정곡면(4872036000)","1,337","1","1"
"경상남도 의령군 지정면(4872037000)","1,770","4","4"
"경상남도 의령군 낙서면(4872038000)","697","1","1"
"경상남도 의령군 부림면(4872039000)","2,635","3","3"
"경상남도 의령군 봉수면(4872040000)","938","1","1"
"경상남도 의령군 궁류면(4872041500)","1,081","0","0"
"경상남도 의령군 유곡면(4872042000)","1,101","1","1"
"경상남도 함안군 (4873000000)","59,408","129","129"
"경상남도 함안군 가야읍(4873025000)","17,159","42","42"
"경상남도 함안군 칠원읍(4873025300)","18,082","49","49"
"경상남도 함안군 함안면(4873031000)","2,364","1","1"
"경상남도 함안군 군북면(4873032000)","5,717","19","19"
"경상남도 함안군 법수면(4873033000)","2,703","0","0"
"경상남도 함안군 대산면(4873034000)","3,116","3","3"
"경상남도 함안군 칠서면(4873035000)","4,936","12","12"
"경상남도 함안군 칠북면(4873036000)","1,833","1","1"
"경상남도 함안군 산인면(4873038000)","2,622","2","2"
"경상남도 함안군 여항면(4873039000)","876","0","0"
"경상남도 창녕군 (4874000000)","56,487","114","114"
"경상남도 창녕군 창녕읍(4874025000)","15,602","48","48"
"경상남도 창녕군 남지읍(4874025300)","11,561","29","29"
"경상남도 창녕군 고암면(4874031000)","1,727","1","1"
"경상남도 창녕군 성산면(4874032000)","1,519","4","4"
"경상남도 창녕군 대합면(4874033000)","3,559","2","2"
"경상남도 창녕군 이방면(4874034000)","2,308","3","3"
"경상남도 창녕군 유어면(4874035000)","1,635","0","0"
"경상남도 창녕군 대지면(4874036000)","2,311","3","3"
"경상남도 창녕군 계성면(4874037000)","2,120","2","2"
"경상남도 창녕군 영산면(4874038000)","4,945","8","8"
"경상남도 창녕군 장마면(4874039000)","1,773","0","0"
"경상남도 창녕군 도천면(4874040000)","2,532","7","7"
"경상남도 창녕군 길곡면(4874041000)","1,457","2","2"
"경상남도 창녕군 부곡면(4874042000)","3,438","5","5"
"경상남도 고성군 (4882000000)","48,660","85","85"
"경상남도 고성군 고성읍(4882025000)","22,940","60","60"
"경상남도 고성군 삼산면(4882031000)","1,706","5","5"
"경상남도 고성군 하일면(4882032000)","1,765","2","2"
"경상남도 고성군 하이면(4882033000)","2,564","3","3"
"경상남도 고성군 상리면(4882034000)","1,571","0","0"
"경상남도 고성군 대가면(4882035000)","1,616","0","0"
"경상남도 고성군 영현면(4882036000)","852","2","2"
"경상남도 고성군 영오면(4882037000)","1,356","0","0"
"경상남도 고성군 개천면(4882038000)","1,043","0","0"
"경상남도 고성군 구만면(4882039000)","974","1","1"
"경상남도 고성군 회화면(4882040000)","3,419","2","2"
"경상남도 고성군 마암면(4882041000)","1,665","2","2"
"경상남도 고성군 동해면(4882042000)","3,020","2","2"
"경상남도 고성군 거류면(4882043000)","4,169","6","6"
"경상남도 남해군 (4884000000)","40,303","67","67"
"경상남도 남해군 남해읍(4884025000)","12,408","39","39"
"경상남도 남해군 이동면(4884031000)","3,620","2","2"
"경상남도 남해군 상주면(4884032000)","1,568","0","0"
"경상남도 남해군 삼동면(4884033000)","3,686","5","5"
"경상남도 남해군 미조면(4884034000)","2,076","3","3"
"경상남도 남해군 남면(4884035000)","3,270","6","6"
"경상남도 남해군 서면(4884036000)","2,431","2","2"
"경상남도 남해군 고현면(4884037000)","3,284","6","6"
"경상남도 남해군 설천면(4884038000)","2,658","3","3"
"경상남도 남해군 창선면(4884039000)","5,302","1","1"
"경상남도 하동군 (4885000000)","41,154","77","77"
"경상남도 하동군 하동읍(4885025000)","9,314","23","23"
"경상남도 하동군 화개면(4885031000)","2,833","2","2"
"경상남도 하동군 악양면(4885032000)","3,319","5","5"
"경상남도 하동군 적량면(4885033000)","1,835","1","1"
"경상남도 하동군 횡천면(4885034000)","1,784","5","5"
